Fecha,Año,Mes,Partido,Categoria,Subcategoria,Costos,Fuente,Tipo
2024-01-16,2024,Enero,Alebrijes,Gastos,Ambulancia,8120.00,General,Liga
2024-01-16,2024,Enero,Alebrijes,Gastos,Seguridad Privada,74240.00,General,Liga
2024-01-16,2024,Enero,Alebrijes,Gastos,Sonido,26680.00,General,Liga
2024-01-16,2024,Enero,Alebrijes,Gastos,Pintura Campo,1905.00,General,Liga
2024-01-16,2024,Enero,Alebrijes,Gastos,Cargo por Servicio Taquilla,18624.75,General,Liga
2024-01-16,2024,Enero,Alebrijes,Gastos,Cortesias,4052.00,General,Liga
2024-01-16,2024,Enero,Alebrijes,Gastos,Bolsas,772.21,General,Liga
2024-01-16,2024,Enero,Alebrijes,Gastos,Seguridad Municipal,7950.06,General,Liga
2024-01-16,2024,Enero,Alebrijes,Gastos,Refresco,12918.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Pago Nomina,28150.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Servicio de Palcos,2000.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Pago Banda,3500.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Pirotecnia,17770.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Ambulancia,8032.50,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Seguridad Privada,111360.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Sonido,28420.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Pintura Campo,1905.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Cargo por Servicio Taquilla,14256.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Cortesias,3406.00,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Bolsas,772.21,General,Liga
2024-01-25,2024,Enero,Atlante,Gastos,Seguridad Municipal,15900.13,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Pago Nomina,23550.00,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Servicio de Palcos,1000.00,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Pago Banda,3500.00,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Ambulancia,8032.50,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Seguridad Privada,74240.00,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Sonido,28420.00,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Pintura Campo,1905.00,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Cargo por Servicio Taquilla,5742.75,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Cortesias,3160.00,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Bolsas,1015.05,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Seguridad Municipal,8320.20,General,Liga
2024-02-13,2024,Febrero,Celaya,Gastos,Refresco,3360.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Pago Nomina,24150.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Servicio de Palcos,1300.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Pago Banda,5000.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Ambulancia,8032.50,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Seguridad Privada,60320.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Sonido,28420.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Pintura Campo,1590.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Pirotecnica,6550.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Cargo por Servicio Taquilla,5852.25,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Cortesias,3075.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Bolsas,672.00,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Seguridad Municipal,8320.20,General,Liga
2024-03-02,2024,Marzo,La Paz,Gastos,Refresco,3336.00,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Pago Nomina,22450.00,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Servicio de Palcos,1840.00,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Ambulancia,8032.50,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Seguridad Privada,46400.00,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Sonido,28420.00,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Pintura Campo,1590.00,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Cargo por Servicio Taquilla,3561.00,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Cortesias,3284.00,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Bolsas,952.28,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Seguridad Municipal,8320.20,General,Liga
2024-03-19,2024,Marzo,Tepatitlan,Gastos,Refresco,4228.80,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Pago Nomina,22650.00,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Servicio de Palcos,1840.00,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Pago Mariachis,5000.00,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Pago Alimentos Bailarines,950.00,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Ambulancia,8032.50,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Seguridad Privada,46400.00,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Sonido,28420.00,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Pintura Campo,1590.00,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Cargo por Servicio Taquilla,12790.50,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Cortesias,3079.00,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Bolsas,1524.20,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Seguridad Municipal,8320.20,General,Liga
2024-03-26,2024,Marzo,Tapatio,Gastos,Refresco,4290.00,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Pago Nomina,23450.00,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Servicio de Palcos,1840.00,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Pago Banda,3500.00,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Ambulancia,8032.50,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Seguridad Privada,46400.00,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Sonido,28420.00,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Pintura Campo,1590.00,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Cargo por Servicio Taquilla,6122.35,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Cortesias,3288.00,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Bolsas,964.25,General,Liga
2024-04-09,2024,Abril,Dorados,Gastos,Seguridad Municipal,8320.20,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Pago Nomina,25850.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Servicio de Palcos,1840.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Pago Activaciones Partido,6360.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Ambulancia,8032.50,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Seguridad Privada,148480.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Sonido,28420.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Pintura Campo,1905.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Pirotecnica,40600.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Show Luces,40600.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Cargo por Servicio Taquilla,48525.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Cortesias,7141.00,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Comision Venta Clip,3047.62,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Bolsas,964.25,General,Liga
2024-04-25,2024,Abril,Atlante,Gastos,Seguridad Municipal,16640.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Pago Nomina,27750.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Servicio de Palcos,3100.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Pago Traslado Aeropuerto Estadio,1700.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Pago Banda,3500.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Ambulancia,16240.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Seguridad Privada,278400.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Sonido,49880.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Bolsas,964.25,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Seguridad Publica,26708.43,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Box Lunch Personas Protocolo,30566.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Pintura Campo,1905.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Planta de Luz,8282.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Pirotecnica,23200.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Cargo por Servicio Taquilla,33547.50,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Cortesias,7608.00,General,Liga
2024-05-15,2024,Mayo,Atlante,Gastos,Comision Venta Clip,3470.00,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Pago Nomina,21900.00,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Servicio de Palcos,1200.00,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Pago Banda,3500.00,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Ambulancia,8032.50,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Seguridad Privada,109620.00,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Sonido,29000.00,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Bolsas,964.25,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Seguridad Municipal,4451.40,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Pintura Campo,2025.00,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Cargo por Servicio Taquilla,4906.50,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Cortesias,3356.00,General,Liga
2024-08-03,2024,Agosto,Tepatitlan,Gastos,Comision Venta Clip,392.96,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Pago Nomina,22000.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Servicio de Palcos,1200.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Pago Edecan,400.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Pago Banda,3500.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Ambulancia,10327.50,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Seguridad Privada,52780.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Sonido,29000.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Pago Servicio Maquinas CO2,25000.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Pago Renta Truss CO2,2320.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Bolsas,964.25,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Seguridad Municipal,4451.40,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Pintura Campo,2025.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Cargo por Servicio Taquilla,7381.50,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Cortesias,5297.00,General,Liga
2024-08-17,2024,Agosto,Mineros,Gastos,Comision Venta Clip,467.71,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Pago Nomina,22900.00,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Servicio de Palcos,1200.00,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Pago Activaciones Marketing,1800.00,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Pago Banda,3500.00,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Ambulancia,10327.50,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Seguridad Privada,109620.00,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Sonido,29000.00,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Bolsas,964.25,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Seguridad Municipal,8902.81,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Pintura Campo,2025.00,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Cargo por Servicio Taquilla,5965.50,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Cortesias,4771.00,General,Liga
2024-08-24,2024,Agosto,Tampico,Gastos,Comision Venta Clip,347.44,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Pago Nomina,23400.00,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Servicio de Palcos,1200.00,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Pago Activaciones Marketing,1500.00,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Pago Mariachis,2600.00,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Ambulancia,10327.50,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Seguridad Privada,52780.00,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Sonido,29000.00,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Bolsas,964.25,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Seguridad Municipal,4451.40,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Pintura Campo,2025.00,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Cargo por Servicio Taquilla,5691.00,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Cortesias,4145.00,General,Liga
2024-09-07,2024,Septiembre,UDG,Gastos,Comision Venta Clip,390.00,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Pago Nomina,23400.00,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Servicio de Palcos,1200.00,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Pago Activaciones Marketing,1100.00,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Ambulancia,10327.50,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Seguridad Privada,52780.00,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Sonido,29000.00,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Bolsas,964.25,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Seguridad Municipal,4451.40,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Pintura Campo,2025.00,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Cargo por Servicio Taquilla,2112.00,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Cortesias,3594.00,General,Liga
2024-09-28,2024,Septiembre,Tlaxcala,Gastos,Comision Venta Clip,123.61,General,Liga
